customer_key,customer_number,customer_name,age_group,cust_segmentation,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,time_spam,avg_order_value,avg_monthly_value,active_customer
16694,AW00027693,Tyrone Alvarez,50-59,New,2013-09-10,139,1,540.0,1.0,1,0,540.0,540.0,False
16695,AW00027694,Lee Gill,50-59,New,2013-12-18,136,1,1184.0,4.0,4,0,1184.0,1184.0,False
16696,AW00027695,Leslie Blanco,50-59,New,2013-11-30,137,1,1120.0,1.0,1,0,1120.0,1120.0,False
16697,AW00027696,Ruben Rana,50-59,New,2013-12-07,136,1,1183.0,3.0,3,0,1183.0,1183.0,False
16698,AW00027697,Melvin Nath,50-59,New,2013-12-07,136,1,1120.0,1.0,1,0,1120.0,1120.0,False
16699,AW00027698,Isabella Bell,50-59,New,2013-12-08,136,1,1179.0,3.0,3,0,1179.0,1179.0,False
16700,AW00027699,Rebecca Turner,50-59,New,2013-12-19,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16702,AW00027701,Joel Arthur,40-49,New,2013-12-20,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16703,AW00027702,Darryl Lu,50-59,New,2013-12-06,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16707,AW00027706,Brianna Flores,50-59,New,2013-09-08,139,1,554.0,3.0,3,0,554.0,554.0,False
16708,AW00027707,Colleen Raji,40-49,New,2013-09-15,139,1,561.0,2.0,2,0,561.0,561.0,False
16710,AW00027709,Clifford Lopez,50-59,New,2013-09-02,140,1,629.0,3.0,3,0,629.0,629.0,False
16711,AW00027710,Sean Bailey,50-59,New,2013-10-10,138,1,563.0,3.0,3,0,563.0,563.0,False
16712,AW00027711,Barbara Tang,50-59,New,2013-09-30,139,1,618.0,4.0,4,0,618.0,618.0,False
16713,AW00027712,Teresa Munoz,50-59,New,2013-12-26,136,1,1174.0,2.0,2,0,1174.0,1174.0,False
16714,AW00027713,Lacey Zhao,50-59,New,2013-12-08,136,1,1158.0,4.0,4,0,1158.0,1158.0,False
16715,AW00027714,Omar Pal,50-59,New,2013-12-12,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16716,AW00027715,Mya Ross,40-49,New,2013-12-07,136,1,1147.0,3.0,3,0,1147.0,1147.0,False
16720,AW00027719,Nathan King,50-59,New,2013-10-05,138,1,599.0,3.0,3,0,599.0,599.0,False
16722,AW00027721,Clayton Pal,60 & Above,New,2013-10-23,138,1,166.0,3.0,3,0,166.0,166.0,False
16723,AW00027722,Melvin Jai,60 & Above,New,2013-10-08,138,1,564.0,5.0,5,0,564.0,564.0,False
16724,AW00027723,Ruth Sullivan,60 & Above,New,2013-12-20,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16726,AW00027725,Samuel Sharma,30-39,New,2013-10-24,138,1,120.0,2.0,2,0,120.0,120.0,False
16727,AW00027726,Sophia Hall,30-39,New,2011-02-04,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
16734,AW00027733,Ronald Subram,60 & Above,New,2013-12-12,136,1,157.0,3.0,3,0,157.0,157.0,False
16735,AW00027734,Aaron McDonald,40-49,New,2013-06-05,142,1,120.0,2.0,2,0,120.0,120.0,False
16744,AW00027743,Stefanie Garcia,60 & Above,New,2013-12-09,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
16745,AW00027744,Gilbert Pal,60 & Above,New,2013-01-21,147,1,643.0,5.0,5,0,643.0,643.0,False
16746,AW00027745,Levi Sanchez,60 & Above,New,2013-01-06,147,1,618.0,4.0,4,0,618.0,618.0,False
16747,AW00027746,Dale Raje,60 & Above,New,2013-02-27,146,1,629.0,4.0,4,0,629.0,629.0,False
16753,AW00027752,Christian Butler,40-49,New,2011-08-19,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
16758,AW00027757,Bobby Van,50-59,New,2013-03-25,145,1,133.0,3.0,3,0,133.0,133.0,False
16760,AW00027759,Alexandria Brooks,40-49,New,2011-02-17,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
16761,AW00027760,Latasha Bradley,40-49,New,2013-05-30,143,1,1169.0,4.0,4,0,1169.0,1169.0,False
16762,AW00027761,Monica Madan,50-59,New,2013-06-11,142,1,1155.0,2.0,2,0,1155.0,1155.0,False
16763,AW00027762,Shawn Yuan,50-59,New,2013-11-06,137,1,575.0,2.0,2,0,575.0,575.0,False
16764,AW00027763,Stephanie Wright,40-49,New,2013-10-05,138,1,785.0,4.0,4,0,785.0,785.0,False
16765,AW00027764,Jaclyn Becker,40-49,New,2013-10-14,138,1,776.0,3.0,3,0,776.0,776.0,False
16766,AW00027765,Jerry Tang,50-59,New,2013-01-20,147,1,742.0,1.0,1,0,742.0,742.0,False
16767,AW00027766,Joel Vance,40-49,New,2013-01-03,148,1,827.0,3.0,3,0,827.0,827.0,False
16768,AW00027767,Brandy Arun,50-59,New,2012-12-28,148,1,776.0,3.0,3,0,776.0,776.0,False
16769,AW00027768,Deanna Madan,50-59,New,2013-10-17,138,1,742.0,1.0,1,0,742.0,742.0,False
16770,AW00027769,Marie Madan,50-59,New,2013-10-23,138,1,776.0,3.0,3,0,776.0,776.0,False
16771,AW00027770,Autumn Zhao,50-59,New,2013-02-22,146,1,751.0,2.0,2,0,751.0,751.0,False
16772,AW00027771,Terrance Subram,50-59,New,2013-10-05,138,1,777.0,2.0,2,0,777.0,777.0,False
16773,AW00027772,Darrell Goel,50-59,New,2013-03-07,145,1,124.0,3.0,3,0,124.0,124.0,False
16774,AW00027773,Alan Li,50-59,New,2013-11-20,137,1,777.0,2.0,2,0,777.0,777.0,False
16775,AW00027774,Marc Munoz,40-49,New,2013-02-20,146,1,771.0,2.0,2,0,771.0,771.0,False
16776,AW00027775,Nina Shen,50-59,New,2013-06-24,142,1,1120.0,1.0,1,0,1120.0,1120.0,False
16777,AW00027776,Audrey Gomez,50-59,New,2013-11-13,137,1,751.0,2.0,2,0,751.0,751.0,False
16778,AW00027777,Jarred Martin,50-59,New,2013-02-20,146,1,778.0,4.0,4,0,778.0,778.0,False
16779,AW00027778,Tabitha Garcia,50-59,New,2013-08-01,141,1,540.0,1.0,1,0,540.0,540.0,False
16781,AW00027780,Christy Andersen,40-49,New,2013-11-14,137,1,777.0,2.0,2,0,777.0,777.0,False
16782,AW00027781,Allen Sai,40-49,New,2013-08-27,140,1,575.0,2.0,2,0,575.0,575.0,False
16784,AW00027783,Isabel Bradley,50-59,New,2013-04-02,145,1,165.0,3.0,3,0,165.0,165.0,False
16785,AW00027784,Shane Arun,50-59,New,2013-11-20,137,1,751.0,2.0,2,0,751.0,751.0,False
16787,AW00027786,Cynthia Raman,50-59,New,2013-09-05,139,1,575.0,2.0,2,0,575.0,575.0,False
16790,AW00027789,Nicolas Goldberg,50-59,New,2013-08-30,140,1,554.0,3.0,3,0,554.0,554.0,False
16791,AW00027790,Molly Srini,50-59,New,2013-09-05,139,1,563.0,4.0,4,0,563.0,563.0,False
16792,AW00027791,Shawna Deng,40-49,New,2013-03-02,146,1,777.0,2.0,2,0,777.0,777.0,False
16793,AW00027792,Jacquelyn Alonso,50-59,New,2013-03-10,145,1,751.0,2.0,2,0,751.0,751.0,False
16796,AW00027795,Holly Vance,50-59,New,2013-07-03,142,1,1174.0,2.0,2,0,1174.0,1174.0,False
16797,AW00027796,Jarrod Patel,50-59,New,2013-08-03,141,1,1134.0,3.0,3,0,1134.0,1134.0,False
16798,AW00027797,Melvin Deng,50-59,New,2013-05-30,143,1,1120.0,1.0,1,0,1120.0,1120.0,False
16799,AW00027798,Brandon Bryant,50-59,New,2013-07-13,141,1,1174.0,2.0,2,0,1174.0,1174.0,False
16800,AW00027799,Bryce Watson,40-49,New,2013-01-18,147,1,1174.0,2.0,2,0,1174.0,1174.0,False
16801,AW00027800,Regina Suri,50-59,New,2013-02-02,147,1,1120.0,1.0,1,0,1120.0,1120.0,False
16802,AW00027801,Kaitlyn Cooper,50-59,New,2013-02-28,146,1,777.0,2.0,2,0,777.0,777.0,False
16803,AW00027802,Robyn Romero,50-59,New,2013-09-17,139,1,561.0,2.0,2,0,561.0,561.0,False
16809,AW00027808,Christopher Clark,40-49,New,2013-11-13,137,1,866.0,5.0,5,0,866.0,866.0,False
16810,AW00027809,Arianna Sanchez,40-49,New,2013-07-18,141,1,1164.0,3.0,3,0,1164.0,1164.0,False
16811,AW00027810,Meghan Munoz,50-59,New,2013-12-14,136,1,578.0,4.0,4,0,578.0,578.0,False
16812,AW00027811,Darren Vazquez,50-59,New,2013-07-20,141,1,1155.0,2.0,2,0,1155.0,1155.0,False
16815,AW00027814,Katrina Shan,40-49,New,2013-03-16,145,1,182.0,3.0,3,0,182.0,182.0,False
16816,AW00027815,Jamie Chow,30-39,New,2013-02-15,146,1,110.0,4.0,4,0,110.0,110.0,False
16818,AW00027817,Sandra Hu,50-59,New,2013-12-17,136,1,563.0,3.0,3,0,563.0,563.0,False
16819,AW00027818,Candice Hu,50-59,New,2013-12-27,136,1,608.0,4.0,4,0,608.0,608.0,False
16820,AW00027819,Michele Martin,50-59,New,2013-01-14,147,1,2419.0,2.0,2,0,2419.0,2419.0,False
16821,AW00027820,Joel Patel,50-59,New,2012-12-29,148,1,2419.0,2.0,2,0,2419.0,2419.0,False
16822,AW00027821,Leonard Deng,50-59,New,2013-02-12,146,1,2428.0,3.0,3,0,2428.0,2428.0,False
16824,AW00027823,Joan Gao,40-49,New,2013-07-05,141,1,1164.0,3.0,3,0,1164.0,1164.0,False
16825,AW00027824,Michele Moreno,40-49,New,2013-11-01,138,1,786.0,3.0,3,0,786.0,786.0,False
16826,AW00027825,Christy Zimmerman,40-49,New,2013-04-25,144,1,901.0,2.0,2,0,901.0,901.0,False
16840,AW00027839,Susan Li,40-49,New,2013-03-13,145,1,2419.0,2.0,2,0,2419.0,2419.0,False
16846,AW00027845,Angel Wright,50-59,New,2013-11-02,138,1,751.0,2.0,2,0,751.0,751.0,False
16847,AW00027846,Albert Rubio,50-59,New,2013-12-03,137,1,791.0,4.0,4,0,791.0,791.0,False
16853,AW00027852,Jamie Ramos,60 & Above,New,2013-09-11,139,1,575.0,2.0,2,0,575.0,575.0,False
16855,AW00027854,Marc Rubio,60 & Above,New,2013-12-02,137,1,750.0,2.0,2,0,750.0,750.0,False
16857,AW00027856,Bonnie Tang,60 & Above,New,2013-09-26,139,1,578.0,4.0,4,0,578.0,578.0,False
16860,AW00027859,Danny Carlson,60 & Above,New,2013-04-12,144,1,777.0,2.0,2,0,777.0,777.0,False
16861,AW00027860,Hector Martin,30-39,New,2013-12-21,136,1,615.0,3.0,3,0,615.0,615.0,False
16862,AW00027861,Karen He,30-39,New,2013-12-20,136,1,540.0,1.0,1,0,540.0,540.0,False
16863,AW00027862,Joanna Alonso,40-49,New,2013-12-21,136,1,549.0,2.0,2,0,549.0,549.0,False
16864,AW00027863,Carolyn Ruiz,30-39,New,2013-12-18,136,1,565.0,3.0,3,0,565.0,565.0,False
16865,AW00027864,Shaun Luo,30-39,New,2013-06-02,143,1,2447.0,3.0,3,0,2447.0,2447.0,False
16866,AW00027865,Destiny Butler,40-49,New,2013-06-07,142,1,2419.0,2.0,2,0,2419.0,2419.0,False
16867,AW00027866,Sergio Raman,40-49,New,2013-07-06,141,1,2398.0,3.0,3,0,2398.0,2398.0,False
16868,AW00027867,Alberto Blanco,40-49,New,2013-08-07,140,1,2443.0,3.0,3,0,2443.0,2443.0,False
16869,AW00027868,Jessie Rubio,40-49,New,2013-09-29,139,1,2419.0,2.0,2,0,2419.0,2419.0,False
16870,AW00027869,Shawna Shan,40-49,New,2013-10-23,138,1,2462.0,3.0,3,0,2462.0,2462.0,False
16871,AW00027870,Ryan Davis,40-49,New,2013-11-12,137,1,2419.0,2.0,2,0,2419.0,2419.0,False
16872,AW00027871,Faith Cook,40-49,New,2013-12-23,136,1,2384.0,1.0,1,0,2384.0,2384.0,False
16873,AW00027872,Ivan Martinez,40-49,New,2013-12-17,136,1,2393.0,2.0,2,0,2393.0,2393.0,False
16874,AW00027873,Dawn Xu,40-49,New,2012-12-28,148,1,1250.0,2.0,2,0,1250.0,1250.0,False
16875,AW00027874,Randy Zhao,40-49,New,2013-03-11,145,1,1288.0,5.0,5,0,1288.0,1288.0,False
16876,AW00027875,Pamela Patel,40-49,New,2013-03-11,145,1,1269.0,2.0,2,0,1269.0,1269.0,False
16877,AW00027876,Willie Deng,40-49,New,2013-06-27,142,1,1215.0,1.0,1,0,1215.0,1215.0,False
16878,AW00027877,Rebekah Dominguez,40-49,New,2013-07-11,141,1,1229.0,3.0,3,0,1229.0,1229.0,False
16879,AW00027878,Dennis He,40-49,New,2013-08-03,141,1,1284.0,4.0,4,0,1284.0,1284.0,False
16880,AW00027879,Kelvin Chander,40-49,New,2013-08-11,140,1,1314.0,3.0,3,0,1314.0,1314.0,False
16881,AW00027880,Curtis Hu,60 & Above,New,2013-04-11,144,1,2393.0,2.0,2,0,2393.0,2393.0,False
16882,AW00027881,Raul Nath,50-59,New,2013-12-16,136,1,777.0,2.0,2,0,777.0,777.0,False
16883,AW00027882,Franklin Hu,50-59,New,2013-04-12,144,1,791.0,4.0,4,0,791.0,791.0,False
16884,AW00027883,Marc Hernandez,50-59,New,2013-04-22,144,1,778.0,4.0,4,0,778.0,778.0,False
16885,AW00027884,Jill Alonso,40-49,New,2013-04-15,144,1,756.0,3.0,3,0,756.0,756.0,False
16886,AW00027885,Marvin Torres,50-59,New,2013-09-28,139,1,604.0,2.0,2,0,604.0,604.0,False
16891,AW00027890,Kyle Evans,50-59,New,2013-09-12,139,1,561.0,2.0,2,0,561.0,561.0,False
16892,AW00027891,Carlos Howard,50-59,New,2013-09-13,139,1,598.0,5.0,5,0,598.0,598.0,False
16893,AW00027892,Isabella Foster,50-59,New,2013-10-02,139,1,649.0,4.0,4,0,649.0,649.0,False
16895,AW00027894,Gerald Sai,60 & Above,New,2013-10-18,138,1,549.0,2.0,2,0,549.0,549.0,False
16896,AW00027895,Colin Pal,60 & Above,New,2013-12-15,136,1,811.0,4.0,4,0,811.0,811.0,False
16897,AW00027896,Orlando Torres,50-59,New,2013-10-27,138,1,540.0,1.0,1,0,540.0,540.0,False
16898,AW00027897,Robin Munoz,50-59,New,2013-05-25,143,1,750.0,2.0,2,0,750.0,750.0,False
16899,AW00027898,Trinity Bell,50-59,New,2013-12-13,136,1,751.0,2.0,2,0,751.0,751.0,False
16900,AW00027899,Mandy Xu,60 & Above,New,2013-12-09,136,1,777.0,2.0,2,0,777.0,777.0,False
16901,AW00027900,Toni Prasad,50-59,New,2013-05-18,143,1,777.0,2.0,2,0,777.0,777.0,False
16902,AW00027901,Mariah Cooper,60 & Above,New,2013-04-19,144,1,2433.0,4.0,4,0,2433.0,2433.0,False
16903,AW00027902,Carolyn Alonso,60 & Above,New,2013-07-30,141,1,1174.0,2.0,2,0,1174.0,1174.0,False
16905,AW00027904,Andre Rana,40-49,New,2013-02-24,146,1,156.0,5.0,5,0,156.0,156.0,False
16907,AW00027906,Gilbert Chen,40-49,New,2013-10-21,138,1,540.0,1.0,1,0,540.0,540.0,False
16908,AW00027907,Michael Taylor,40-49,New,2013-10-24,138,1,578.0,4.0,4,0,578.0,578.0,False
16909,AW00027908,Adriana Sanchez,40-49,New,2013-05-28,143,1,786.0,3.0,3,0,786.0,786.0,False
16910,AW00027909,Mayra Randall,40-49,New,2013-10-10,138,1,549.0,2.0,2,0,549.0,549.0,False
16911,AW00027910,Arturo Zhou,60 & Above,New,2013-02-13,146,1,575.0,2.0,2,0,575.0,575.0,False
16918,AW00027917,Andrea Sanders,40-49,New,2011-02-18,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
16919,AW00027918,Samantha Ross,40-49,VIP,2013-11-26,137,2,5998.0,5.0,5,33,2999.0,181.76,False
16920,AW00027919,Ryan Lal,40-49,VIP,2013-10-31,138,2,6016.0,3.0,3,32,3008.0,188.0,False
16921,AW00027920,Mary Howard,40-49,VIP,2013-11-07,137,2,5997.0,3.0,3,32,2998.5,187.41,False
16925,AW00027924,Jeffery He,60 & Above,New,2013-03-29,145,1,2526.0,3.0,3,0,2526.0,2526.0,False
16929,AW00027928,Dianne Slattengren,60 & Above,New,2013-08-27,140,1,1120.0,1.0,1,0,1120.0,1120.0,False
16933,AW00027932,Leslie Diaz,50-59,New,2013-08-09,140,1,124.0,3.0,3,0,124.0,124.0,False
16936,AW00027935,Johnny Chander,60 & Above,New,2013-08-26,140,1,114.0,4.0,4,0,114.0,114.0,False
16938,AW00027937,Kristine Alvarez,60 & Above,New,2013-03-18,145,1,2641.0,5.0,5,0,2641.0,2641.0,False
16944,AW00027943,Sabrina Alvarez,60 & Above,New,2013-04-19,144,1,2443.0,1.0,1,0,2443.0,2443.0,False
16945,AW00027944,Dalton Bell,60 & Above,New,2013-05-28,143,1,2579.0,6.0,6,0,2579.0,2579.0,False
16947,AW00027946,Katie Holt,60 & Above,New,2013-11-19,137,1,1143.0,4.0,4,0,1143.0,1143.0,False
16949,AW00027948,Cathy Sloan,60 & Above,New,2013-05-30,143,1,2457.0,3.0,3,0,2457.0,2457.0,False
16950,AW00027949,Jason Russell,60 & Above,New,2013-01-04,147,1,549.0,7.0,3,0,549.0,549.0,False
16952,AW00027951,Roy Torres,60 & Above,New,2013-12-14,136,1,2335.0,3.0,3,0,2335.0,2335.0,False
16953,AW00027952,Roy Perez,60 & Above,New,2013-06-27,142,1,2480.0,3.0,3,0,2480.0,2480.0,False
16954,AW00027953,Marie Garcia,60 & Above,New,2013-02-12,146,1,549.0,2.0,2,0,549.0,549.0,False
16957,AW00027956,Terrence Jai,60 & Above,New,2013-02-21,146,1,554.0,3.0,3,0,554.0,554.0,False
16966,AW00027965,Meredith Gomez,60 & Above,New,2013-03-09,145,1,565.0,3.0,3,0,565.0,565.0,False
16968,AW00027967,Stefanie Patel,60 & Above,New,2013-04-18,144,1,554.0,3.0,3,0,554.0,554.0,False
16970,AW00027969,Bryant Patel,40-49,New,2013-11-25,137,1,599.0,3.0,3,0,599.0,599.0,False
16974,AW00027973,Randall Serrano,40-49,New,2013-11-24,137,1,540.0,1.0,1,0,540.0,540.0,False
16975,AW00027974,Dustin Shen,40-49,New,2013-11-16,137,1,554.0,3.0,3,0,554.0,554.0,False
16978,AW00027977,Jerome Alonso,40-49,New,2013-11-09,137,1,554.0,3.0,3,0,554.0,554.0,False
16983,AW00027982,Cesar Perez,40-49,New,2013-11-02,138,1,604.0,2.0,2,0,604.0,604.0,False
16984,AW00027983,Ruben Saunders,40-49,New,2013-10-31,138,1,540.0,1.0,1,0,540.0,540.0,False
16985,AW00027984,Rebekah Ramos,40-49,New,2013-11-28,137,1,561.0,2.0,2,0,561.0,561.0,False
16986,AW00027985,Michele Shen,40-49,New,2013-11-17,137,1,540.0,1.0,1,0,540.0,540.0,False
16987,AW00027986,Henry Vance,40-49,New,2013-12-09,136,1,554.0,3.0,3,0,554.0,554.0,False
16988,AW00027987,Wyatt Jenkins,40-49,New,2013-12-04,136,1,554.0,3.0,3,0,554.0,554.0,False
16999,AW00027998,Ethan Lewis,60 & Above,New,2013-09-10,139,1,144.0,3.0,3,0,144.0,144.0,False
17000,AW00027999,Nathan Shan,60 & Above,New,2013-11-10,137,1,103.0,4.0,4,0,103.0,103.0,False
17014,AW00028013,James Miller,60 & Above,New,2011-08-13,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
17015,AW00028014,Rachel Robinson,60 & Above,New,2011-02-04,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17018,AW00028017,Christopher Martin,60 & Above,New,2011-02-11,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17019,AW00028018,Rachel Foster,60 & Above,New,2011-01-30,171,1,3578.0,1.0,1,0,3578.0,3578.0,False
17023,AW00028022,Jason Lopez,60 & Above,New,2011-02-15,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17025,AW00028024,Miguel Perry,60 & Above,New,2014-01-17,135,1,194.0,5.0,5,0,194.0,194.0,False
17028,AW00028027,Destiny Hughes,60 & Above,New,2013-11-07,137,1,120.0,2.0,2,0,120.0,120.0,False
17031,AW00028030,Jason Gonzalez,60 & Above,VIP,2013-11-20,137,2,5971.0,3.0,3,33,2985.5,180.94,False
17032,AW00028031,Kari Navarro,60 & Above,VIP,2013-11-19,137,2,6047.0,4.0,4,33,3023.5,183.24,False
17037,AW00028036,Jonathan Gonzales,60 & Above,New,2011-08-03,165,1,3578.0,1.0,1,0,3578.0,3578.0,False
17039,AW00028038,Philip Gomez,60 & Above,VIP,2013-11-21,137,2,5985.0,5.0,5,33,2992.5,181.36,False
17040,AW00028039,Xavier Lee,60 & Above,New,2011-02-09,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17041,AW00028040,Jack Mitchell,60 & Above,New,2011-02-08,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17042,AW00028041,Rebecca Wright,60 & Above,New,2011-02-27,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17043,AW00028042,Joseph Brown,60 & Above,New,2011-02-12,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17045,AW00028044,Jimmy Navarro,60 & Above,New,2011-02-16,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17046,AW00028045,Zachary Thomas,60 & Above,New,2013-09-07,139,1,120.0,2.0,2,0,120.0,120.0,False
17048,AW00028047,Jay Sanchez,60 & Above,New,2011-02-15,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17052,AW00028051,Thomas Young,60 & Above,New,2011-08-28,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
17062,AW00028061,Kyle Lopez,40-49,VIP,2013-11-01,138,2,6006.0,4.0,4,32,3003.0,187.69,False
17063,AW00028062,Xavier Roberts,50-59,VIP,2013-11-27,137,2,5962.0,2.0,2,33,2981.0,180.67,False
17064,AW00028063,Gabrielle Turner,50-59,VIP,2013-11-01,138,2,6026.0,5.0,5,32,3013.0,188.31,False
17065,AW00028064,Tamara Nath,40-49,VIP,2013-11-06,137,2,5962.0,2.0,2,32,2981.0,186.31,False
17066,AW00028065,Carrie Gill,50-59,VIP,2013-11-15,137,2,5997.0,3.0,3,33,2998.5,181.73,False
17067,AW00028066,Justin Taylor,40-49,VIP,2013-11-24,137,2,5997.0,3.0,3,33,2998.5,181.73,False
17068,AW00028067,Olivia Bennett,40-49,VIP,2013-11-18,137,2,5997.0,3.0,3,33,2998.5,181.73,False
17069,AW00028068,Amanda Wood,50-59,VIP,2013-11-26,137,2,6021.0,4.0,4,33,3010.5,182.45,False
17070,AW00028069,Jacob Johnson,40-49,New,2013-11-27,137,1,554.0,3.0,3,0,554.0,554.0,False
17071,AW00028070,Ian Morris,40-49,VIP,2013-12-09,136,2,5997.0,3.0,3,33,2998.5,181.73,False
17072,AW00028071,Trevor Ross,40-49,VIP,2013-12-10,136,2,5971.0,3.0,3,34,2985.5,175.62,False
17073,AW00028072,Alyssa Morris,50-59,New,2013-10-29,138,1,549.0,2.0,2,0,549.0,549.0,False
17077,AW00028076,Logan Williams,50-59,VIP,2013-12-24,136,2,5997.0,3.0,3,34,2998.5,176.38,False
17079,AW00028078,Jack Young,50-59,VIP,2013-12-16,136,2,6011.0,5.0,5,33,3005.5,182.15,False
17084,AW00028083,Kaitlyn Foster,50-59,VIP,2013-12-25,136,2,5962.0,2.0,2,34,2981.0,175.35,False
17087,AW00028086,Bridget Anand,40-49,New,2013-04-08,144,1,166.0,3.0,3,0,166.0,166.0,False
17089,AW00028088,Marshall Lal,40-49,New,2011-03-06,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17092,AW00028091,Valerie Liang,60 & Above,New,2013-11-25,137,1,1250.0,2.0,2,0,1250.0,1250.0,False
17093,AW00028092,Morgan Hall,40-49,New,2011-08-11,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
17097,AW00028096,Alexandra Stewart,40-49,New,2011-03-15,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17098,AW00028097,Jennifer Barnes,40-49,New,2011-03-09,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17099,AW00028098,Roger Zhu,60 & Above,New,2013-11-11,137,1,1250.0,2.0,2,0,1250.0,1250.0,False
17100,AW00028099,Jesse Turner,40-49,VIP,2013-12-26,136,2,6021.0,4.0,4,33,3010.5,182.45,False
17103,AW00028102,Arturo Deng,60 & Above,New,2013-12-27,136,1,1300.0,3.0,3,0,1300.0,1300.0,False
17104,AW00028103,Pedro Martin,60 & Above,New,2013-12-12,136,1,1215.0,1.0,1,0,1215.0,1215.0,False
17108,AW00028107,Tara Simpson,60 & Above,New,2013-02-14,146,1,810.0,4.0,4,0,810.0,810.0,False
17109,AW00028108,Roger Yang,60 & Above,New,2013-03-07,145,1,751.0,2.0,2,0,751.0,751.0,False
17110,AW00028109,Leonard Tang,60 & Above,New,2013-03-12,145,1,778.0,4.0,4,0,778.0,778.0,False
17111,AW00028110,Cassandra Sai,60 & Above,New,2013-03-12,145,1,845.0,5.0,5,0,845.0,845.0,False
17112,AW00028111,Jon Zhang,60 & Above,New,2013-03-27,145,1,865.0,5.0,5,0,865.0,865.0,False
17113,AW00028112,Savannah Evans,30-39,New,2011-03-07,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17114,AW00028113,Amanda Powell,60 & Above,New,2013-04-18,144,1,901.0,2.0,2,0,901.0,901.0,False
17115,AW00028114,Jared Cox,60 & Above,New,2013-02-25,146,1,570.0,3.0,3,0,570.0,570.0,False
17116,AW00028115,Deanna Jiménez,60 & Above,New,2013-03-09,145,1,563.0,4.0,4,0,563.0,563.0,False
17117,AW00028116,Sabrina Dominguez,50-59,New,2013-04-23,144,1,618.0,4.0,4,0,618.0,618.0,False
17118,AW00028117,Craig Vazquez,50-59,New,2013-04-08,144,1,565.0,3.0,3,0,565.0,565.0,False
17119,AW00028118,Briana Jiménez,60 & Above,New,2013-12-22,136,1,589.0,4.0,4,0,589.0,589.0,False
17120,AW00028119,Curtis Ma,50-59,New,2013-12-10,136,1,575.0,2.0,2,0,575.0,575.0,False
17121,AW00028120,Pedro Alvarez,50-59,New,2013-12-06,136,1,540.0,1.0,1,0,540.0,540.0,False
17122,AW00028121,Julia Robinson,40-49,New,2013-11-06,137,1,120.0,2.0,2,0,120.0,120.0,False
17130,AW00028129,Justin Griffin,40-49,New,2011-08-13,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
17131,AW00028130,Joshua Taylor,40-49,New,2011-08-14,164,1,3578.0,1.0,1,0,3578.0,3578.0,False
17132,AW00028131,Todd Zhu,40-49,VIP,2013-12-09,136,2,6011.0,5.0,5,33,3005.5,182.15,False
17133,AW00028132,Clinton Romero,40-49,New,2013-12-05,136,1,549.0,2.0,2,0,549.0,549.0,False
17134,AW00028133,Willie Huang,60 & Above,New,2013-11-30,137,1,575.0,2.0,2,0,575.0,575.0,False
17135,AW00028134,Terrance Rana,60 & Above,New,2013-12-08,136,1,575.0,2.0,2,0,575.0,575.0,False
17136,AW00028135,Carla Madan,60 & Above,New,2013-12-02,137,1,549.0,2.0,2,0,549.0,549.0,False
17137,AW00028136,Kelli Raje,60 & Above,New,2013-01-02,148,1,2384.0,1.0,1,0,2384.0,2384.0,False
17140,AW00028139,Carrie Gutierrez,60 & Above,New,2013-09-01,140,1,127.0,3.0,3,0,127.0,127.0,False
17143,AW00028142,Willie Lin,30-39,New,2011-03-26,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17146,AW00028145,Brandon Jones,40-49,New,2011-03-02,170,1,3578.0,1.0,1,0,3578.0,3578.0,False
17148,AW00028147,Omar Black,50-59,New,2011-03-30,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
17149,AW00028148,Jon Zhao,50-59,New,2011-03-19,169,1,3578.0,1.0,1,0,3578.0,3578.0,False
